臺北市 內湖區 投開票所,其他,高嘉瑜,李彥秀
行善里_1_2_3_4_5_6,0.17982409381663114,0.7414285714285714,0.5145735607675906
行善里_7_8_9_10_11_12_13,0.21561855366299285,0.7451523545706371,0.7451523545706371
行善里_14_15_16_17,0.15756885090218423,0.5359924026590693,0.7555555555555555
行善里_18_19_20_21_22,0.22197163036381978,0.5993234019823135,0.7586206896551724
石潭里_12_14_15_16_17_18_19_20,0.18302089052736162,0.7059377206055376,0.7451564828614009
石潭里_1_2_3_4_5_6_7_8_9_10,0.19014258716456636,0.4427407686532604,0.7064421669106882
石潭里_11_13,0.2038238393276543,0.6334217776028641,0.7118155619596542
湖興里_1_2_3_4_22_23_24_25,0.1776104079854371,0.6596958010887664,0.7119341563786008
湖興里_5_6_7_8_9_10_11,0.13575653116281217,0.3434273328875464,0.45496783416726233
湖興里_12_13_14_15,0.15737801618463013,0.6145882873417022,0.7258382642998028
湖興里_16_17_18_19_20_21,0.2805500273014528,0.7475928473177441,0.7346194356506249
湖元里_1_2_3_4_5_6_7_8_9,0.21769519263552675,0.6751142581137467,0.7619331742243437
湖元里_10_11_12_13_14_15_16_17_19,0.18494829251687747,0.7051899411449973,0.6825188601267995
湖元里_18_20,0.22965096026566964,0.7358708189158016,0.6099331955443054
安湖里_1_2_3,0.24417701863354035,0.7391304347826086,0.7369306418219461
安湖里_4_5_6_7,0.2633445389229451,0.7760683760683761,0.7720783072968163
安湖里_8_9_10_11,0.19987775061124696,0.75,0.656479217603912
安湖里_12_13_14_15_16,0.1940123611381646,0.6099748634183896,0.754320060105184
安湖里_17_18_19_20,0.1812518125016477,0.7462349397590361,0.6907163665603332
秀湖里_2_3_4_5_6_9_20_25,0.16760183012362512,0.5633283734710733,0.7386895475819033
秀湖里_8_10_11_12_15_16_22,0.19130671845366012,0.6646259270415951,0.7602792862684251
秀湖里_13_14_17_19_24,0.1231269330736471,0.3903385750632642,0.7374517374517374
秀湖里_1_7_18_21_23,0.1925512915717959,0.46888444283513664,0.7466874512860483
安泰里_1_2_3_4_15,0.202273057723065,0.7207040039880636,0.7462006079027356
安泰里_5_6_7_8_9,0.14354505986984234,0.6077188048695195,0.7257745550428477
安泰里_10_11_12_13_14,0.20175413288710656,0.5970831770577882,0.7470355731225297
金湖里_1_2_3_4_5,0.1920655243173089,0.6388562475518997,0.7560025957170668
金湖里_6_7_8_9_20,0.15609136656954176,0.4838832363655795,0.7360308285163777
金湖里_10_11_12_13_19,0.19523601895948184,0.5778462037659831,0.7508069722401549
金湖里_14_15_16_17,0.19362439657189034,0.580873189715671,0.7515683814303639
金湖里_18_21_22_23_24_25_26,0.17103471110653384,0.538046695355971,0.756591048436542
康寧里_1_2_3_4_14,0.20026657332112657,0.5418977866336366,0.7303839732888147
康寧里_5_6_15_16_23,0.21157300783049285,0.6029035335921563,0.7238023952095808
康寧里_7_8_10_11,0.21625970988668317,0.7036055349834339,0.7462482946793997
康寧里_12_17_18_22,0.2037936391137274,0.5945384678276511,0.762962962962963
康寧里_9_13_19_20_21,0.18671171391891492,0.6696352446565597,0.7524622455679579
明湖里_1_2_3_4_5_6_7,0.2163116450624245,0.7630521022674502,0.7698650674662668
明湖里_8_9_10_11_13_14_15,0.19546016214127937,0.759772565742715,0.7298230247694545
明湖里_12_16_17_18_19_20,0.22449768929968006,0.6750202630643442,0.7406896551724138
蘆洲里_1_2_3_4_5,0.17214220042905298,0.5836040453570334,0.6822709163346613
麗山里_1_2_3_4_5,0.2259562497375824,0.7537254901960785,0.5713465171936012
麗山里_6_7_8_9,0.20055213652335463,0.6761472031358813,0.731537793223284
麗山里_10_11_12_13,0.2271282405168526,0.741608118657299,0.6658987051516815
麗山里_14_15_16,0.1862353866906475,0.7290917266187051,0.7607913669064749
寶湖里_1_2_3_4_5_6,0.14583297906711784,0.48648970360671345,0.7416974169741697
寶湖里_7_8_9_10_11,0.2014808433440039,0.5706370194038232,0.7518345563709139
寶湖里_12_13_14_15_16_17,0.1512773327560078,0.48045680883308073,0.7212903225806452
寶湖里_18_19_20_21_22_23,0.21719132525512488,0.5350023605154489,0.7595561035758323
寶湖里_24_25_26_27_28_29,0.1869588277978257,0.623196092659419,0.7439403356121814
南湖里_1_2_3_11,0.18201064148681056,0.6383955335731415,0.7552083333333334
南湖里_4_5_8,0.15584681099631265,0.5763644992880873,0.7510204081632653
南湖里_6_7_9_10,0.18900333747791373,0.6357384987893462,0.7416949152542373
